도서관명,주소,전화번호,팩스번호,위도,경도,홈페이지,휴관일,도서관코드,운영시간,도서수
구룡포 미르아라작은도서관,경상북도 포항시 남구 구룡포읍 구룡포길65번길 7,054-276-4122,-,35.9911577,129.552533,http://phlib.pohang.go.kr/,매주 일요일 / 법정공휴일,147125,-,6227
구성도서관,경기도 용인시 기흥구 구성로77번길 17,031-324-4131,-,37.2965012,127.1189634,http://lib.yongin.go.kr/guseong/,"매월 첫째주, 셋째주 월요일 / 명절(신정, 설연휴, 추석연휴), 법정공휴일(열람실만 개방), 도서관의 특별한 사정으로 인한 휴관",141118,"자료실(평일09:00~18:00, 주말09:00~17:00), 열람실(07:00~24:00),*종합자료실 평일 22:00시까지 연장운영",169578
구암도서관,대전광역시 유성구 유성대로626번길 57,042-601-6630,042-611-2876,36.3492563,127.3300408,http://lib.yuseong.go.kr/,"매주 월요일 / 국경일, 정부에서 정한 공휴일, 도서관 사정으로 휴관하는 날",130022,08:00 ~ 22:00,43948
구의제3동도서관,서울특별시 광진구 구의동 587-29,02-454-6294,02-454-6295,37.5380702,127.0896864,http://www.gwangjinlib.seoul.kr/,"매월 둘째주, 넷째주 월요일 / 국경일, 일요일을 제외한 국가지정공휴일, 임시공휴일(단, 일요일과 겹치는 경우 휴관), 장서 점검 및 관장이 필요하다고 인정하는 날",111305,오전 9시,48079
구즉도서관,대전광역시 유성구 와룡로37번길 20,042-601-6510,042-611-2665,36.4294702,127.3805883,http://lib.yuseong.go.kr/,"매주 월요일 / 국경일, 정부에서 정한 공휴일, 도서관 사정으로 휴관하는 날",125013,동절:오전8시~오후10시/하절:오전7시~오후10:00,131720
구지면 작은도서관,대구광역시 달성군 구지면 창리로11길 90,053-614-0985,-,35.6604264,128.415043,http://www.dalseong.daegu.kr/new/culture/html/page.html?mc=1928,-,727011,-,10087
국립세종도서관,세종특별자치시 다솜3로 48,044-900-9114,044-900-9055,36.4989631,127.268342,http://sejong.nl.go.kr/,"매월 둘째주, 넷째주 월요일 / 일요일을 제외한 관공서의 공휴일(단, 설, 추석 연휴기간 중의 일요일은 휴관), 기타 관장이 필요하다고 인정하는 날",50001,"주중 09:00~21:00,  주말 09:00~18:00",699165
군포시중앙도서관,경기도 군포시 수리산로 79,031-390-8866,031-390-8867,37.3554699,126.915728,https://www.gunpolib.go.kr/,"매주 금요일 / 법정공휴일, 신정, 구정, 추석연휴는 전체 휴관",141135,"자료실:평일(아동,디지털,정간실09:00~18:00, 종합,인문학실09:00~22:00)주말(09:00~18:00)/열람실:월~목,토,일요일(07:00~24:00), 금요일(09:00~18:00)",279922
극동푸른작은도서관,"울산광역시 북구 신천로 27, 관리동 1층",052-285-3340,-,35.6415845,129.3480783,https://usbl.bukgu.ulsan.kr/,"매주 토요일, 일요일 / 법정공휴일",131061,-,6343
근로복지작은도서관,경기도 안산시 단원구 선부광장로 47,070-4047-5962,-,37.3345852,126.8121816,https://lib.iansan.net/,"매주 일요일 / 법정공휴일, 기타 센터가 필요하다고 인정하는 날",341132,-,25724
근로종합복지회관작은도서관,경상북도 포항시 남구 철강로 388,054-270-4771,-,35.9772867,129.379979,-,-,147121,-,12241
글마루작은도서관,경기도 부천시 경인옛로38번길 41,032-346-3451,-,37.4789141,126.796399,http://bcsl.go.kr/,매주 일요일 / 법정공휴일,741001,-,9772
글빛정보도서관,서울특별시 관악구 관악로30길 23,02-878-7460,02-878-7461,37.4861679,126.95965,http://www.gwanakcullib.seoul.kr/ecolas-dl/new_kwan/gb_lib/,"매주 수요일 / 국가공휴일(단, 일요일과 법정공휴일이 겹칠 경우 휴관), 도서관 사정으로 휴관하는 날",111062,07:00~23:00,80219
글혜윰작은도서관,"경상남도 김해시 진영읍 김해대로361번길 34, 진영코아루아파트 관리동 2층",055-342-0674,-,35.310179,128.730168,http://lib.gimhae.go.kr/03city/07_01_02.asp,"매주 월요일, 일요일 / 법정공휴일, 임시공휴일",148075,-,9961
금산기적의도서관,충청남도 금산군 금산읍 비단로 296-13,041-750-4482,041-751-6731,36.1109996,127.4906171,http://library.geumsan.go.kr/,매주 일요일,144041,-,65460
금산인삼고을도서관,충청남도 금산군 금산읍 금산로 1543,041-750-4470,041-751-6730,36.1112746,127.4912762,http://library.geumsan.go.kr/,매주 일요일,144046,"주중:09:00~22:00, 주말:09:00~21:00",76701
금산작은도서관,충청남도 금산군 금산읍 방아동4길 17,041-754-1318,-,36.0975478,127.4916323,http://library.geumsan.go.kr/,매주 일요일 / 법정공휴일,144069,-,0
금왕도서관,충청북도 음성군 금왕읍 응천서길27번길 33,043-877-8761,043-877-8764,36.9901121,127.5921688,http://www.kwlib.go.kr/,"매월 첫째주, 셋째주 월요일 / 일요일을 제외한 관공서의 공휴일, 기타 관장이 필요하다고 인정한 날",143017,"자료실(9:00~18:00), 열람실(동절기8:00~21:00/하절기8:00~22:00)",83098
기계면 버드내작은도서관,경상북도 포항시 북구 기계면 기계로 94,054-243-6565,-,36.0704002,129.20648,http://phlib.pohang.go.kr/,"매주 월요일, 일요일 / 법정공휴일",147108,-,8363
기흥도서관,경기도 용인시 기흥구 기흥로116번길 10,031-324-4753,031-324-4489,37.2862231,127.1141009,http://lib.yongin.go.kr/giheung/,"매월 첫째주, 셋째주 월요일 / 명절(신정, 설연휴, 추석연휴), 법정공휴일(열람실만 개방), 도서관의 특별한 사정으로 인한 휴관",141239,"[종합자료실-평일09:00~22:00/주말 09:00~17:00][어린이자료실,디지털자료실-평일 09:00~18:00/주말 09:00~17:00][열람실 07:00~24:00 / (국경일 09:00~18:00)]",191858
김해글로벗도서관,경상남도 김해시 가락로 81,055-338-1616,055-338-1637,35.234074,128.881242,http://multiculturelib.gimhae.go.kr/,"매주 금요일, 토요일 / 법정공휴일",148085,-,8692
김해기적의도서관,경상남도 김해시 율하1로 55,055-330-4651,055-330-6795,35.175871,128.810384,http://lib.gimhae.go.kr/,매월 마지막 월요일 / 법정공휴일(임시공휴일 포함),148180,09:00 ~ 18:00,66947
김해청소년문화의집,경상남도 김해시 가락로176번길 3,055-330-4634,-,35.242247,128.87837,http://lib.gimhae.go.kr/03city/07_13_03.asp,"매주 월요일 / 법정공휴일, 임시공휴일",148071,-,5494
꿈꾸는새싹작은도서관,경기도 부천시 성오로149번길 18,032-677-0162,-,37.52592,126.79781,http://bcsl.go.kr/,매주 일요일 / 법정공휴일,141215,-,26305
꿈꾸는작은도서관,울산광역시 북구 아진로 75,052-282-0604,-,35.6297775,129.338959,https://usbl.bukgu.ulsan.kr/,"매주 토요일, 일요일 / 법정공휴일",131043,-,9188
꿈나래어린이영어도서관,서울 마포구 월드컵로13길 80,02-323-1840,-,37.5551863,126.9056598,https://mplib.mapo.go.kr/englib/,매주 일요일 / 법정공휴일,111469,-,20416
꿈나무가족도서관,경기도 부천시 부광로8번길 53,032-345-5919,-,37.4826,126.81018,http://bcsl.go.kr/,"매주 토요일, 일요일 / 법정공휴일",141197,-,23381
꿈을이루는작은도서관,서울 마포구 마포대로7길 18,02-706-4785,-,37.5470652,126.9521435,https://mplib.mapo.go.kr/libsmall/,매주 일요일 / 법정공휴일,111104,-,19409
남산도서관,서울특별시 용산구 소월로 109,02-754-7338,02-754-6545,37.5530786,126.981334,http://nslib.sen.go.kr/,"매월 첫째주, 셋째주 월요일 / 법정공휴일, 도서관 사정으로 휴관하는 일",111010,07:00~23:00,659715
남산타운문화센터 어린이도서관,서울특별시 중구 다산로32,02-2280-8486,02-2285-4608,37.5495114,127.0119,https://www.e-junggulib.or.kr/,"매주 월요일 / 법정공휴일, 도서관의 특별한 사정으로 휴관",111180,화요일~일요일/ 09:00~22:00,25066
남양주시 도농도서관,경기도 남양주시 경춘로 409,031-590-2586,031-590-2588,37.6072382,127.1590005,http://lib.nyj.go.kr/donong/,"설날 당일, 추석 당일 / 특별한 사유로 평생교육원장이 지정하는 날",141035,08:00~24:00,407272
남양주시 별내도서관,경기도 남양주시 별내면 청학로 86-1,031-590-8808,031-590-8809,37.7081965,127.1177053,http://lib.nyj.go.kr/bnae/,"설날 당일, 추석 당일 / 특별한 사유로 북부도서관장이 지정하는 날",141137,"열람실 8시∼24시(2,4주 토요일 8시~18시 단축운영)/문헌정보실(정기간행물실),디지털자료실 9시~22시(평일), 9시∼18시(토.일.공휴일)/어린이,유아자료실 9시~18시",160529
남양주시 별빛도서관,경기도 남양주시 별내중앙로 102,031-590-5350,-,37.6509135,127.1204532,http://lib.nyj.go.kr/bbit/,"설날 당일, 추석 당일 / 특별한 사유로 북부도서관장이 지정하는 날",141568,-,76034
남양주시 오남도서관,경기도 남양주시 오남읍 양지로240번길 12,031-590-8531,031-590-8549,37.6980757,127.1976087,http://lib.nyj.go.kr/onam/,"설날 당일, 추석 당일 / 특별한 사유로 도서관장이 지정하는 날",141176,"[평일]열람실 08:00~24:00, 어린이자료실 09:00~20:00, 디지털 및 문헌정보실 09:00~22:00 [주말]자료실 09:00~18:00,열람실08:00~24:00",134109
남양주시 와부도서관,경기도 남양주시 와부읍 월문천로 43,031-590-8920,031-590-8919,37.5856432,127.2174767,http://lib.nyj.go.kr/waboo/,"설날 당일, 추석 당일 / 특별한 사유로 평생교육원장이 지정하는 날",141146,08:00~24:00,147360
남양주시 진건도서관,경기도 남양주시 진건읍 진건오남로 41-25,031-590-8260,031-590-8259,37.6550996,127.1774145,http://lib.nyj.go.kr/jingeon/,"설날 당일, 추석 당일 / 특별한 사유로 평생교육원장이 지정하는 날",141091,-,259135
남양주시 진접도서관,경기도 남양주시 진접읍 금강로 1554-11,031-590-5310,031-590-5309,37.7306138,127.193936,http://lib.nyj.go.kr/jinjeop/,"설날 당일, 추석 당일, 매월 두번째 화요일 / 특별한 사유로 도서관장이 지정하는 날",141521,08:00-24:00,107798
남양주시 진접푸른숲도서관,경기도 남양주시 진접읍 해밀예당2로 35,031-590-5330,031-590-5329,37.7153353,127.1926723,http://lib.nyj.go.kr/jinjeopgw/,"설날 당일, 추석 당일, 매월 둘째주 금요일 / 특별한 사유로 도서관장이 지정하는 날",141536,자료실 : 평일 09:00~22:00 / 열람실 : 08:00 ~ 24:00,106318
남양주시 퇴계원도서관,경기도 남양주시 퇴계원면 도제원로 12,031-590-3910,031-590-8883,37.6490687,127.1455537,http://lib.nyj.go.kr/toegyewon/,"설날 당일, 추석 당일, 매월 넷째주 금요일 / 특별한 사유로 도서관장이 지정하는 날",141401,"자료실 평일 09:00~22:00(문헌정보실, 디지털자료실), 09:00~18:00(유아 및 어린이자료실) / 휴일 09:00~18:00(유아, 어린이, 디지털, 문헌정보실) / 08:00~24:00(열람실)",122821
남양주시 평내도서관,경기도 남양주시 의안로 134,031-590-8560,031-590-8559,37.6417066,127.2388929,http://lib.nyj.go.kr/pynae/,"설날 당일, 추석 당일 / 특별한 사유로 남부도서관장이 지정하는 날",141175,08:00~24:00,138486
남양주시 호평도서관,경기 남양주시 천마산로 67,-,-,37.6675666,127.2481052,-,-,141585,-,78717
남양주시 화도도서관,경기도 남양주시 화도읍 수레로1260번길 33,031-590-4587,031-590-4588,37.6500989,127.3058023,http://lib.nyj.go.kr/hwado/,"설날 당일, 추석 당일 / 특별한 사유로 평생교육원장이 지정하는 날",141071,08:00~24:00,238738
내곡동작은도서관,서울특별시 서초구 염곡말길 9,02-2155-7938,-,37.461929,127.051168,http://public.seocholib.or.kr/,"매주 토요일, 일요일 / 법정공휴일",111248,-,12441
내손 책고운 도서관,경기도 의왕시 갈미로 71,031-345-3225,-,37.37826,126.97563,http://www.uwlib.or.kr/,"매주 토요일, 일요일 / 법정공휴일",111112,-,30068
내외작은도서관,경상남도 김해시 금관대로1255,055-337-0050,-,35.237567,128.857848,http://lib.gimhae.go.kr/03city/07_12_05.asp,"매주 월요일, 일요일 / 법정공휴일, 임시공휴일",148087,-,8150
노원평생학습관,서울특별시 노원구 동일로204길 13,02-979-1741,02-977-9182,37.6393958,127.067748,http://nwllc.sen.go.kr/,"매월 둘째주, 넷째주 월요일 / 법정공휴일(토, 일요일과 겹칠 경우 휴관), 휴관이 필요하다고 인정하는 날",111022,"[평일] 문헌정보실09:00~22:00, 어린이실,디지털실 09:00~18:00 [주말] 09:00~17:00",359654
노은도서관,대전광역시 유성구 노은동로234번길 34,042-601-6610,042-611-2733,36.381557,127.3206247,http://lib.yuseong.go.kr/,"매주 월요일(단, 둘째주, 넷째주, 다섯째주 월요일은 열람실만 운영) / 국경일, 정부에서 정한 공휴일, 도서관 사정으로 휴관하는 날",130012,화요일-일요일,76834
녹번만화도서관,서울특별시 은평구 은평로 245,02-356-1676,-,37.2789044,127.2326774,http://www.eplib.or.kr/intro/lib02.asp,"매주 월요일 / 점심시간(12:00~13:00) 이용불가, 법정공휴일, 기타 도서관 사정에 의한 임시 휴관일",711152,-,3419
논공읍 작은도서관,대구광역시 달성군 논공읍 논공로 697-9,053-615-9191,-,35.730443,128.451975,http://www.dalseong.daegu.kr/new/culture/html/page.html?mc=1922,-,727010,-,10846
논현정보도서관,서울특별시 강남구 학동로 169,02-511-7466,-,37.517466,127.040487,http://nhilib.gangnam.go.kr/,매주 일요일 / 법정공휴일,111071,-,37773
느티나무도서관,경기도 용인시 수지구 수풍로116번길 22,031-262-3494,031-262-6124,37.3340177,127.096092,http://www.neutinamu.org/,"매주 월요일, 목요일 / 법정공휴일",141083,"화,수,금,토: 10시-22시 / 일: 13시-18시",79102
늘푸른소나무작은도서관,서울 마포구 백범로 227 마포문화원 2층,02-718-4785,-,37.542236,126.955448,https://mplib.mapo.go.kr/libsmall/,매주 일요일 / 법정공휴일,111105,-,19918
다문화작은도서관,경기도 안산시 단원구 부부로 43,031-493-2661,-,37.332383,126.790301,https://lib.iansan.net/,매주 월요일 / 국경일(법정공휴일),141189,-,16155
다사읍 서재 작은도서관,대구광역시 달성군 다사읍 서재본길 25,053-588-6261,-,35.8719858,128.49424,http://www.dalseong.daegu.kr/new/culture/html/page.html?mc=1923,-,727012,-,15878
다울림작은도서관,"울산광역시 북구 천곡길 137, 107동 지하2층",052-286-6022,-,35.6374664,129.3300097,https://usbl.bukgu.ulsan.kr/,"매월 첫째주, 셋째주 토요일, 일요일 / 법정공휴일",131037,-,16017
단양군립다누리도서관,충청북도 단양군 단양읍 수변로 111,043-420-2951,043-420-2959,36.985817,128.3707666,https://www.danuri.go.kr/lib/,"매주 월요일 / 관공서의 공휴일에 관한 규정이 정하는 공휴일, 그 밖에 도서의 정리, 점검 및 시설의 보수, 정비 등이 필요할 때",143094,09:00~22:00,96121
단양군립매포도서관,충청북도 단양군 매포읍 평동로 111-43,043-422-1937,043-422-1937,37.0324361,128.2972475,http://mepolib.danuri.go.kr/,매주 월요일 / 법정공휴일,143019,09:00 ~ 24:00,54107
단양도서관,충청북도 단양군 단양읍 상진12길 18,043-423-1095,043-423-2087,36.9796323,128.356686,http://www.dylib.go.kr/,"매월 첫째주, 셋째주 월요일 / 일요일을 제외한 관공서의 공휴일, 기타 도서관 사정으로 휴관하는 날",143002,09:00~22:00,113180
달빛마루도서관,서울특별시 성북구 종암로 167,02-911-0993,02-911-0994,37.604481,127.031316,https://www.sblib.seoul.kr/,"매월 첫째주, 셋째주 월요일 / 법정공휴일, 도서관 업무상 필요하여 관장이 지정한 날",111302,"09:00~18:00, 매주 수요일 09:00~21:00",59489
달서구립 도원도서관,대구광역시 달서구 한실로 113,053-667-4840,053-667-4849,35.8068385,128.5389385,http://www.dalseolib.kr/,"매주 월요일 / 관공서의 공휴일, 도서관장이 필요하다고 인정하는 때",127001,"평일 09:00~20:00, 주말 09:00~17:00",118060
달서구립 본리도서관,대구광역시 달서구 당산로 37-25,053-667-4930,053-667-4939,35.8405793,128.5418185,http://www.dalseolib.kr/,"매주 금요일 / 관공서의 공휴일, 도서관장이 필요하다고 인정하는 때",127012,"평일 09:00~20:00, 토·일요일 09:00~17:00",94049
달서구립 성서도서관,대구광역시 달서구 선원남로 129,053-667-4900,053-667-4909,35.8574567,128.5144441,http://www.dalseolib.kr/,"매주 월요일 / 관공서의 공휴일, 도서관장이 필요하다고 인정하는 때",127005,"평일 09:00~20:00(어린이실 09:00~18:00), 주말 09:00~17:00",105629
